name,image,availability,deckcode,type,subtype,rarity,attribute,class,cost,power,health,uses,ability,aactivate,activate,aassemble,assemble,banish,abattle,battle,beastform,abetray,betray,abreakthrough,breakthrough,change,acharge,charge,aconsume,consume,copy,acover,cover,adrain,drain,aempower,empower,aequip,equip,aexalt,exalt,aexpertise,expertise,aguard,guard,aheal,heal,ainvade,invade,alastgasp,lastgasp,alethal,lethal,amobilize,mobilize,amove,move,apilfer,pilfer,plot,aprophecy,prophecy,arally,rally,aregenerate,regenerate,asacrifice,sacrifice,ashackle,shackle,shout,asilence,silence,aslay,slay,steal,asummon,summon,transform,atreasurehunt,treasurehunt,uniqueability,unsummon,aveteran,veteran,award,ward,awaxwane,waxwane,awounded
Smuggler's Haul,LG-card-Smuggler's Haul.png,Monthly Card,oF,Action,,Epic,Agility,,6,,,,Put four random 0-cost cards into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake Tooth Necklace,LG-card-Snake Tooth Necklace.png,Core,oG,Item,,Rare,Agility,,2,,,,+1/+1 Summon: Give the wielder Drain this turn.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Snow Wolf,LG-card-Snow Wolf.png,Core,oI,Creature,Wolf,Rare,Willpower,,2,1,3,,+2/+0 while you have the most creatures in this lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Snowhawk Detachment,LG-card-Snowhawk Detachment.png,Heroes of Skyrim,oJ,Creature,Imperial,Common,Willpower,,5,3,5,,Guard Summon: +1/+1 if you have another creature with Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Snowy Sabre Cat,LG-card-Snowy Sabre Cat.png,Core,oK,Creature,Beast,Epic,Agility,,5,3,7,,May attack an extra time each turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Solitude Stalwart,LG-card-Solitude Stalwart.png,Heroes of Skyrim,oL,Creature,Imperial,Common,Willpower,,1,2,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorcerer's Negation,LG-card-Sorcerer's Negation.png,Heroes of Skyrim,oM,Action,,Rare,,Sorcerer,2,,,,"Silence a creature, then deal 2 damage to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sotha Sil,LG-card-Sotha Sil.png,Houses of Morrowind,oN,Creature,God,Legendary,Intelligence,,9,4,4,,"Exalt 3: +4/+4 At the end of your turn, if you have an Exalted creature in play, summon an Awakened Imperfect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Soul Shred,LG-card-Soul Shred.png,Alliance War,tP,Action,,Legendary,Intelligence,,5,,,,"For each attribute your opponent is playing, Banish the top 2 cards of your opponent's deck. Empower: +1 card per attribute.",,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soul Split,LG-card-Soul Split.png,Core,oO,Action,,Common,Intelligence,,2,,,,Sacrifice a creature to summon a 3/2 Sundered Shade in each lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Soul Tear,LG-card-Soul Tear.png,Heroes of Skyrim,oP,Action,,Common,Endurance,,3,,,,''Level 1'': Draw a creature from your discard pile. ''Level 2'': Draw a creature from your discard pile and give it +2/+2. ''Level 3'': Draw a creature from your discard pile and give it +5/+5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Soul Wraith,LG-card-Soul Wraith.png,Alliance War,uh,Creature,Spirit,Common,Intelligence,,1,0,5,,"Prophecy, Guard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soulburst,LG-card-Soulburst.png,Alliance War,ui,Action,,Legendary,Neutral,,13,,,,Costs 1 less for each Unique creature in your discard pile. Banish a creature. Deal 3 damage to all enemies.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soulrest Marshal,LG-card-Soulrest Marshal.png,Core,oQ,Creature,Argonian,Rare,Agility,,6,4,4,,"Summon: If you have more health than your opponent, the next card you play this turn costs 6 less.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Sound the Alarm,LG-card-Sound the Alarm.png,Alliance War,ue,Action,,Common,Willpower,,0,,,,Enemy creatures lose Cover.,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sower of Revenge,LG-card-Sower of Revenge.png,Monthly Card,oR,Creature,Daedra,Epic,,Warrior,5,5,5,,Guard Last Gasp: Deals 5 damage to your opponent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparking Spider,LG-card-Sparking Spider.png,Core,oS,Creature,Dwemer,Common,Neutral,,4,2,3,,"Prophecy, Guard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparksmith,LG-card-Sparksmith.png,Alliance War,uj,Creature,Redguard,Rare,Intelligence,,4,4,4,,"When a friendly creature equips an item, deal 1 damage to your opponent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Spawn Mother,LG-card-Spawn Mother.png,Isle of Madness,oT,Creature,Grummite,Common,Willpower,,4,1,1,,Summon: +1/+1 for each other friendly creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Speaker Terenus,LG-card-Speaker Terenus.png,Dark Brotherhood,oU,Creature,Imperial,Legendary,Intelligence,,10,6,6,,"After you play an action, put a random action into your hand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Spear of Embers,LG-card-Spear of Embers.png,Dark Brotherhood,oV,Item,,Rare,Intelligence,,5,,,,"Prophecy+3/+3 Instead of equipping Spear of Embers, you may throw it at an enemy creature to deal 3 damage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellsword's Summoning,LG-card-Spellsword's Summoning.png,Heroes of Skyrim,oW,Action,,Rare,,Spellsword,3,,,,Summon a random 1-cost creature in each lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spider Daedra,LG-card-Spider Daedra.png,Core,oX,Creature,Daedra,Legendary,Agility,,8,4,2,,Summon: Fill your lanes with 2/1 Spiderlings. Last Gasp: Destroy all friendly Spiderlings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Spider Lair,LG-card-Spider Lair.png,Core,oY,Support,,Epic,Agility,,7,,,Ongoing,"At the start of your turn, summon a random Spider.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spider Worker,LG-card-Spider Worker.png,Core,oZ,Creature,Dwemer,Common,Neutral,,2,0,1,,Prophecy Summon: Draw a card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Spine of Eldersblood,LG-card-Spine of Eldersblood.png,Heroes of Skyrim,pa,Creature,Dragon,Rare,Endurance,,6,6,6,,Summon: Gain +1 max magicka.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Spiny Haj Mota,LG-card-Spiny Haj Mota.png,Alliance War,uk,Creature,Beast,Epic,Endurance,,4,4,4,,Summon: +4/+4 for each Spiny Haj Mota in your discard pile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Spirit Knife,LG-card-Spirit Knife.png,Houses of Morrowind,pb,Action,,Common,Intelligence,,7,,,,Deal 7 damage to a creature. Draw a card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiteful Dremora,LG-card-Spiteful Dremora.png,Core,pc,Creature,Daedra,Epic,Willpower,,5,4,3,,Summon: Destroy a creature with 2 power or less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Spoils of War,LG-card-Spoils of War.png,Alliance War,um,Action,,Common,Agility,,5,,,,Draw two cards. Empower: Costs 1 less.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squish the Wimpy,LG-card-Squish the Wimpy.png,Isle of Madness,pe,Action,,Rare,Endurance,,2,,,,A friendly creature Battles an enemy creature.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of Ice,LG-card-Staff of Ice.png,Alliance War,uo,Item,,Rare,Intelligence,,5,,,,"Prophecy, Mobilize+1/+1 Summon: The wielder deals 2 damage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Staff of Sparks,LG-card-Staff of Sparks.png,Core,pf,Item,,Legendary,Intelligence,,6,,,,"+3/+0 When the wielder attacks, it deals 1 damage to all enemy creatures in this lane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Stalking Shadowscale,LG-card-Stalking Shadowscale.png,Dark Brotherhood,ph,Creature,Argonian,Common,Endurance,,3,3,4,,Slay: +1/+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Stalwart Ally,LG-card-Stalwart Ally.png,Core,pi,Creature,Argonian,Common,Endurance,,3,3,3,,Summon: +0/+2 and Guard if the top card of your deck is Endurance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Stampede Sentinel,LG-card-Stampede Sentinel.png,Monthly Card,pj,Creature,Giant,Epic,Strength,,6,7,7,,Breakthrough You can't be damaged by actions or supports.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Stampeding Mammoth,LG-card-Stampeding Mammoth.png,Core,pk,Creature,Mammoth,Epic,Endurance,,5,4,6,,Breakthrough Stampeding Mammoth has +2/+0 for each other friendly creature with Breakthrough.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Stand Watch,LG-card-Stand Watch.png,Houses of Morrowind,pl,Action,,Common,Willpower,,2,,,,Prophecy Give a creature Guard. Draw a card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star-Sung Bard,LG-card-Star-Sung Bard.png,Clockwork City,pm,Creature,Nord,Epic,Neutral,,3,2,3,,Immune to Silence. Your Unique cards cost 1 less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,
Stealer of Secrets,LG-card-Stealer of Secrets.png,Dark Brotherhood,pp,Creature,High Elf,Common,Intelligence,,6,1,1,,Ward Summon: +1/+1 for each action in your discard pile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steam Constructor,LG-card-Steam Constructor.png,Monthly Card,pq,Creature,Dwemer,Epic,Neutral,,2,2,2,,"Summon: If you have a Neutral card in hand, summon a 1/1 Reconstructed Spider.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Steel Scimitar,LG-card-Steel Scimitar.png,Core,pr,Item,,Common,Strength,,1,,,,+2/+2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Sword,LG-card-Steel Sword.png,Core,ps,Item,,Common,Intelligence,,2,,,,+3/+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel-Eyed Visionary,LG-card-Steel-Eyed Visionary.png,Alliance War,tp,Creature,Argonian,Legendary,Endurance,,3,2,4,,Veteran: Set each friendly creature's power equal to its health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Steelheart Vanquisher,LG-card-Steelheart Vanquisher.png,Heroes of Skyrim,pt,Creature,Orc,Rare,Endurance,,2,2,2,,Slay: Give friendly Orcs +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Stendarr's Hammer,LG-card-Stendarr's Hammer.png,Houses of Morrowind,pu,Item,,Legendary,Strength,,5,,,,Summon: Double the wielder's power and health. The wielder can only attack creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Stolen Pants,LG-card-Stolen Pants.png,Houses of Morrowind,pv,Item,,Epic,Neutral,,2,,,,+1/+1 Summon: Summon a 0/1 Sheepish Dunmer in the other lane. Last Gasp: Give Sheepish Dunmer his pants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Throw,LG-card-Stone Throw.png,Core,pw,Action,,Common,Strength,,3,,,,Destroy an enemy creature if you have a creature with higher power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonehill Mammoth,LG-card-Stonehill Mammoth.png,Heroes of Skyrim,px,Creature,Mammoth,Common,Endurance,,6,5,7,,Summon: Draw a card if you have two other Endurance creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Stoneshard Orc,LG-card-Stoneshard Orc.png,Madhouse Collection,py,Creature,Orc,Rare,Strength,,3,2,1,,Summon: Deal 1 damage to an enemy creature for each friendly Orc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Stonetooth Scrapper,LG-card-Stonetooth Scrapper.png,Core,pz,Creature,Orc,Common,Endurance,,4,4,5,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stormcloak Avenger,LG-card-Stormcloak Avenger.png,Heroes of Skyrim,pB,Creature,Nord,Epic,Strength,,4,4,4,,"At the end of your turn, if three or more friendly creatures died this turn, summon a 2/2 Rallying Stormcloak.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Stormcloak Camp,LG-card-Stormcloak Camp.png,Heroes of Skyrim,pC,Support,,Rare,Strength,,3,,,Ongoing,"At the end of your turn, if a creature died this turn, deal 2 damage to your opponent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stormcloak Vanguard,LG-card-Stormcloak Vanguard.png,Heroes of Skyrim,pD,Creature,Nord,Common,Strength,,2,1,1,,Charge Last Gasp: Put a 5/5 Stormcloak Battalion in your hand.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stormhold Henchman,LG-card-Stormhold Henchman.png,Core,pE,Creature,Argonian,Common,Endurance,,2,2,2,,+2/+2 while you have 7 or more max magicka.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Stoutheart Giant,LG-card-Stoutheart Giant.png,Heroes of Skyrim,pF,Creature,Giant,Common,Strength,,5,6,4,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strange Brew,LG-card-Strange Brew.png,Tamriel Collection,Bl,Action,"",Rare,Intelligence,,1,"","",,Transform a creature in your hand into a random creature that costs 2 more. Reduce its cost by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Strategic Deployment,LG-card-Strategic Deployment.png,Alliance War,uq,Action,,Common,Endurance,,4,,,, Summon two 1/1 Recruits in each lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategist's Map,LG-card-Strategist's Map.png,Alliance War,sY,Support,,Rare,Willpower,,3,,,3,Activate: Summon a 0/1 Target with Guard for you or your opponent.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stronghold Eradicator,LG-card-Stronghold Eradicator.png,Core,pG,Creature,Dwemer,Epic,Neutral,,5,6,6,,Summon: Give all enemy creatures in this lane Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Stronghold Incubator,LG-card-Stronghold Incubator.png,Core,pH,Creature,Dwemer,Epic,Neutral,,5,3,3,,Last Gasp: Put two random Dwemer into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stronghold Patrol,LG-card-Stronghold Patrol.png,Heroes of Skyrim,pI,Creature,Orc,Common,Strength,,3,3,2,,Summon: Draw a card if you have two other Strength creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Studious Greybeard,LG-card-Studious Greybeard.png,Heroes of Skyrim,pL,Creature,Nord,Rare,Intelligence,,1,0,4,,"At the start of your turn, look at the top card of your deck. You may discard it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Studium Headmaster,LG-card-Studium Headmaster.png,Core,pM,Creature,High Elf,Epic,Intelligence,,6,6,3,,Summon: Each player draws two cards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Summerset Orrery,LG-card-Summerset Orrery.png,Core,pN,Support,,Epic,Intelligence,,6,,,3,Activate: Shuffle all Prophecy cards in your hand into your deck and draw that many cards.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summerset Shieldmage,LG-card-Summerset Shieldmage.png,Core,pO,Creature,High Elf,Common,Willpower,,2,2,2,,Other friendly creatures in this lane have +0/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Sun-in-Shadow,LG-card-Sun-in-Shadow.png,Houses of Morrowind,pP,Creature,Argonian,Legendary,,House Telvanni,5,4,6,,Summon: Permanently Shackle another friendly creature to draw an action of your choice from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,
Sunhold Medic,LG-card-Sunhold Medic.png,Core,pQ,Creature,High Elf,Common,Willpower,,1,1,1,,Summon: Give a creature +0/+2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Sunken One,LG-card-Sunken One.png,Jaws of Oblivion,xT,Creature,Daedra,Common,Intelligence,,7,5,7,,Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Supply Runner,LG-card-Supply Runner.png,Alliance War,ur,Creature,Imperial,Common,Endurance,,3,3,1,,"Summon: If you have another creature in each lane, gain +1 max magicka.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Suppress,LG-card-Suppress.png,Core,pR,Action,,Rare,Endurance,,0,,,,Silence a creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Supreme Atromancer,LG-card-Supreme Atromancer.png,Core,pS,Creature,Breton,Legendary,Intelligence,,10,3,3,,"Summon: Summon a Flame Atronach in each lane. When you summon another creature, deal 2 damage to your opponent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Supreme Dragon,LG-card-Supreme Dragon.png,Monthly Card,yO,Creature,Dragon,Epic,,Crusader,6,7,7,,"At the start of each turn, for each enemy creature in this lane with power greater than 3, set its power to 3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Suran Pawnbroker,LG-card-Suran Pawnbroker.png,Houses of Morrowind,pT,Creature,Dark Elf,Rare,Agility,,2,2,3,,Plot: Put a random 0-cost card into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suthay Bootlegger,LG-card-Suthay Bootlegger.png,Moons of Elsweyr,wV,Creature,Khajiit,Rare,Agility,,2,1,5,,Guard Summon: Another friendly creature ignores Guards this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Swamp Leviathan,LG-card-Swamp Leviathan.png,Core,pU,Creature,Reptile,Common,Endurance,,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swift Strike,LG-card-Swift Strike.png,Core,pV,Action,,Rare,Agility,,3,,,,Give a creature an extra attack this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiftwing Dragon,LG-card-Swiftwing Dragon.png,Heroes of Skyrim,pW,Creature,Dragon,Common,Strength,,8,5,5,,Charge,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swims-at-Night,LG-card-Swims-at-Night.png,Heroes of Skyrim,pX,Creature,Argonian,Legendary,Agility,,4,2,2,,"Summon: Put a random 0-cost card into your hand. After you play a 0-cost card, Swims-at-Night gains +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Swindler's Market,LG-card-Swindler's Market.png,Madhouse Collection,pZ,Support,,Rare,Agility,,3,,,Ongoing,"When you play a 0-cost card, deal 1 damage to your opponent and gain 1 health.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword of the Inferno,LG-card-Sword of the Inferno.png,FrostSpark Collection,qa,Item,,Rare,Strength,,2,,,,+2/+0 Summon: The wielder deals 2 damage to itself and another creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
"Syl, Duchess of Dementia","LG-card-Syl, Duchess of Dementia.png",Isle of Madness,fc,Creature,Wood Elf,Legendary,Strength,,6,7,6,,Summon: This lane becomes Dementia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Tavyar the Knight,LG-card-Tavyar the Knight.png,Isle of Madness,mK,Creature,High Elf,Legendary,Endurance,,5,3,5,,Guard Your opponent can't target other friendly creatures with actions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Tazkad the Packmaster,LG-card-Tazkad the Packmaster.png,Core,qc,Creature,Goblin,Legendary,Agility,,9,6,6,,"Breakthrough, Charge Last Gasp: Summon a 4/4 Durzog.",,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
